2024-03-18 12:38:07,700 INFO  Logger.cs: 70 - 
2024-03-18 12:43:41,100 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RU42-XRU2012-1
2024-03-18 12:43:41,101 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from µ×²¿-2
2024-03-18 12:43:41,101 INFO  ExportHelperExtension.cs: 1136 - Found 39 in µ×²¿-2
2024-03-18 12:43:41,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in µ×²¿-2
2024-03-18 12:43:41,102 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-11
2024-03-18 12:43:41,102 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-11
2024-03-18 12:43:41,102 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-11
2024-03-18 12:43:41,102 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ì×Í²1-1
2024-03-18 12:43:41,103 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Ì×Í²1-1
2024-03-18 12:43:41,103 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Ì×Í²1-1
2024-03-18 12:43:41,103 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-5
2024-03-18 12:43:41,104 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-5
2024-03-18 12:43:41,104 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-5
2024-03-18 12:43:41,104 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-9
2024-03-18 12:43:41,105 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-9
2024-03-18 12:43:41,105 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-9
2024-03-18 12:43:41,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ì×Í²1-2
2024-03-18 12:43:41,106 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Ì×Í²1-2
2024-03-18 12:43:41,106 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Ì×Í²1-2
2024-03-18 12:43:41,106 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¶æÅÌ-1
2024-03-18 12:43:41,107 INFO  ExportHelperExtension.cs: 1136 - Found 41 in ¶æÅÌ-1
2024-03-18 12:43:41,107 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ¶æÅÌ-1
2024-03-18 12:43:41,107 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-7
2024-03-18 12:43:41,107 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-7
2024-03-18 12:43:41,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-7
2024-03-18 12:43:41,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hexagon head bolts-full thread gb-6
2024-03-18 12:43:41,108 INFO  ExportHelperExtension.cs: 1136 - Found 42 in hexagon head bolts-full thread gb-6
2024-03-18 12:43:41,109 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hexagon head bolts-full thread gb-6
2024-03-18 12:43:41,109 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-1
2024-03-18 12:43:41,109 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-1
2024-03-18 12:43:41,110 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-1
2024-03-18 12:43:41,110 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Ö§³ÅÖá-1
2024-03-18 12:43:41,110 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Ö§³ÅÖá-1
2024-03-18 12:43:41,113 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Ö§³ÅÖá-1
2024-03-18 12:43:41,113 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted countersunk head screws gb-18
2024-03-18 12:43:41,230 INFO  ExportHelperExtension.cs: 1136 - Found 38 in slotted countersunk head screws gb-18
2024-03-18 12:43:41,231 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted countersunk head screws gb-18
2024-03-18 12:43:41,231 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-12
2024-03-18 12:43:41,232 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-12
2024-03-18 12:43:41,232 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-12
2024-03-18 12:43:41,232 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-9
2024-03-18 12:43:41,233 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-9
2024-03-18 12:43:41,233 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-9
2024-03-18 12:43:41,233 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-2-1
2024-03-18 12:43:41,234 INFO  ExportHelperExtension.cs: 1136 - Found 33 in PART1-2-1
2024-03-18 12:43:41,234 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-2-1
2024-03-18 12:43:41,234 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-7
2024-03-18 12:43:41,235 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-7
2024-03-18 12:43:41,235 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-7
2024-03-18 12:43:41,235 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-6
2024-03-18 12:43:41,235 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-6
2024-03-18 12:43:41,236 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-6
2024-03-18 12:43:41,236 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-10
2024-03-18 12:43:41,236 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-10
2024-03-18 12:43:41,237 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-10
2024-03-18 12:43:41,237 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-1
2024-03-18 12:43:41,237 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-1
2024-03-18 12:43:41,238 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-1
2024-03-18 12:43:41,238 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-13
2024-03-18 12:43:41,238 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-13
2024-03-18 12:43:41,239 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-13
2024-03-18 12:43:41,239 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ÉÏµ××ù-1
2024-03-18 12:43:41,239 INFO  ExportHelperExtension.cs: 1136 - Found 45 in ÉÏµ××ù-1
2024-03-18 12:43:41,240 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ÉÏµ××ù-1
2024-03-18 12:43:41,240 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-14
2024-03-18 12:43:41,241 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-14
2024-03-18 12:43:41,241 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-14
2024-03-18 12:43:41,241 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-2
2024-03-18 12:43:41,242 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-2
2024-03-18 12:43:41,242 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-2
2024-03-18 12:43:41,242 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-8
2024-03-18 12:43:41,243 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-8
2024-03-18 12:43:41,243 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-8
2024-03-18 12:43:41,243 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-4
2024-03-18 12:43:41,243 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-4
2024-03-18 12:43:41,244 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-4
2024-03-18 12:43:41,244 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-13
2024-03-18 12:43:41,244 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-13
2024-03-18 12:43:41,245 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-13
2024-03-18 12:43:41,245 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-11
2024-03-18 12:43:41,245 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-11
2024-03-18 12:43:41,246 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-11
2024-03-18 12:43:41,246 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-8
2024-03-18 12:43:41,246 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-8
2024-03-18 12:43:41,246 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-8
2024-03-18 12:43:41,247 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-7
2024-03-18 12:43:41,247 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-7
2024-03-18 12:43:41,247 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-7
2024-03-18 12:43:41,248 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-3
2024-03-18 12:43:41,248 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-3
2024-03-18 12:43:41,248 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-3
2024-03-18 12:43:41,248 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Á¬½Ó¼þ-1
2024-03-18 12:43:41,249 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Á¬½Ó¼þ-1
2024-03-18 12:43:41,249 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Á¬½Ó¼þ-1
2024-03-18 12:43:41,249 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-2-2
2024-03-18 12:43:41,250 INFO  ExportHelperExtension.cs: 1136 - Found 33 in PART1-2-2
2024-03-18 12:43:41,250 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-2-2
2024-03-18 12:43:41,250 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-2-3
2024-03-18 12:43:41,251 INFO  ExportHelperExtension.cs: 1136 - Found 33 in PART1-2-3
2024-03-18 12:43:41,251 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-2-3
2024-03-18 12:43:41,251 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-3
2024-03-18 12:43:41,251 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-3
2024-03-18 12:43:41,251 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-3
2024-03-18 12:43:41,252 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Servo Motor MG996R-3
2024-03-18 12:43:41,252 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Servo Motor MG996R-3
2024-03-18 12:43:41,252 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Servo Motor MG996R-3
2024-03-18 12:43:41,253 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-15
2024-03-18 12:43:41,253 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-15
2024-03-18 12:43:41,253 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-15
2024-03-18 12:43:41,253 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-7
2024-03-18 12:43:41,255 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-7
2024-03-18 12:43:41,255 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-7
2024-03-18 12:43:41,255 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-10
2024-03-18 12:43:41,256 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-10
2024-03-18 12:43:41,256 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-10
2024-03-18 12:43:41,256 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-3-1
2024-03-18 12:43:41,256 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-3-1
2024-03-18 12:43:41,257 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-3-1
2024-03-18 12:43:41,257 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-4
2024-03-18 12:43:41,257 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-4
2024-03-18 12:43:41,258 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-4
2024-03-18 12:43:41,258 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-5
2024-03-18 12:43:41,258 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-5
2024-03-18 12:43:41,259 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-5
2024-03-18 12:43:41,259 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-12
2024-03-18 12:43:41,259 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-12
2024-03-18 12:43:41,260 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-12
2024-03-18 12:43:41,260 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-2
2024-03-18 12:43:41,260 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-2
2024-03-18 12:43:41,260 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-2
2024-03-18 12:43:41,260 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-9-1
2024-03-18 12:43:41,261 INFO  ExportHelperExtension.cs: 1136 - Found 57 in PART1-9-1
2024-03-18 12:43:41,261 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-9-1
2024-03-18 12:43:41,261 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from slotted pan head screws gb-6
2024-03-18 12:43:41,262 INFO  ExportHelperExtension.cs: 1136 - Found 42 in slotted pan head screws gb-6
2024-03-18 12:43:41,262 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in slotted pan head screws gb-6
2024-03-18 12:43:41,262 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-5
2024-03-18 12:43:41,262 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-5
2024-03-18 12:43:41,263 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-5
2024-03-18 12:43:41,263 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-11-3-1
2024-03-18 12:43:41,263 INFO  ExportHelperExtension.cs: 1136 - Found 58 in PART1-11-3-1
2024-03-18 12:43:41,264 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-11-3-1
2024-03-18 12:43:41,264 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-4-1-1
2024-03-18 12:43:41,264 INFO  ExportHelperExtension.cs: 1136 - Found 63 in PART1-4-1-1
2024-03-18 12:43:41,265 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-4-1-1
2024-03-18 12:43:41,265 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-16
2024-03-18 12:43:41,265 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-16
2024-03-18 12:43:41,266 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-16
2024-03-18 12:43:41,266 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-4
2024-03-18 12:43:41,266 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-4
2024-03-18 12:43:41,267 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-4
2024-03-18 12:43:41,267 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-13-1
2024-03-18 12:43:41,267 INFO  ExportHelperExtension.cs: 1136 - Found 29 in PART1-13-1
2024-03-18 12:43:41,268 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-13-1
2024-03-18 12:43:41,268 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ×ÓÄ¸¶¤-1-6
2024-03-18 12:43:41,268 INFO  ExportHelperExtension.cs: 1136 - Found 31 in ×ÓÄ¸¶¤-1-6
2024-03-18 12:43:41,268 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ×ÓÄ¸¶¤-1-6
2024-03-18 12:43:41,269 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Servo Motor MG996R-2
2024-03-18 12:43:41,269 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Servo Motor MG996R-2
2024-03-18 12:43:41,269 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Servo Motor MG996R-2
2024-03-18 12:43:41,270 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-17
2024-03-18 12:43:41,270 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-17
2024-03-18 12:43:41,270 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-17
2024-03-18 12:43:41,270 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Servo Motor MG996R_¶æÅÌ-1
2024-03-18 12:43:41,271 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Servo Motor MG996R_¶æÅÌ-1
2024-03-18 12:43:41,271 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Servo Motor MG996R_¶æÅÌ-1
2024-03-18 12:43:41,271 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cross recessed cheese head screws type a gb-1
2024-03-18 12:43:41,272 INFO  ExportHelperExtension.cs: 1136 - Found 45 in cross recessed cheese head screws type a gb-1
2024-03-18 12:43:41,273 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cross recessed cheese head screws type a gb-1
2024-03-18 12:43:41,273 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-18
2024-03-18 12:43:41,273 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-18
2024-03-18 12:43:41,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-18
2024-03-18 12:43:41,274 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from a-2-1
2024-03-18 12:43:41,274 INFO  ExportHelperExtension.cs: 1136 - Found 42 in a-2-1
2024-03-18 12:43:41,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in a-2-1
2024-03-18 12:43:41,275 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-2-4
2024-03-18 12:43:41,275 INFO  ExportHelperExtension.cs: 1136 - Found 33 in PART1-2-4
2024-03-18 12:43:41,275 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-2-4
2024-03-18 12:43:41,276 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 666-14
2024-03-18 12:43:41,276 INFO  ExportHelperExtension.cs: 1136 - Found 42 in 666-14
2024-03-18 12:43:41,276 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 666-14
2024-03-18 12:43:41,277 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Íó²¿Á¬½Ó-1
2024-03-18 12:43:41,277 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Íó²¿Á¬½Ó-1
2024-03-18 12:43:41,277 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Íó²¿Á¬½Ó-1
2024-03-18 12:43:41,278 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-19
2024-03-18 12:43:41,278 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-19
2024-03-18 12:43:41,278 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-19
2024-03-18 12:43:41,279 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cross recessed cheese head screws type a gb-2
2024-03-18 12:43:41,279 INFO  ExportHelperExtension.cs: 1136 - Found 45 in cross recessed cheese head screws type a gb-2
2024-03-18 12:43:41,279 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cross recessed cheese head screws type a gb-2
2024-03-18 12:43:41,280 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-10-1
2024-03-18 12:43:41,280 INFO  ExportHelperExtension.cs: 1136 - Found 29 in PART1-10-1
2024-03-18 12:43:41,283 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-10-1
2024-03-18 12:43:41,284 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-21
2024-03-18 12:43:41,297 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-21
2024-03-18 12:43:41,297 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hex nuts, style 1-grades ab gb-21
2024-03-18 12:43:41,298 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from PART1-2-5
2024-03-18 12:43:41,298 INFO  ExportHelperExtension.cs: 1136 - Found 33 in PART1-2-5
2024-03-18 12:43:41,299 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in PART1-2-5
2024-03-18 12:43:41,299 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hex nuts, style 1-grades ab gb-20
2024-03-18 12:43:41,299 INFO  ExportHelperExtension.cs: 1136 - Found 37 in hex nuts, style 1-grades ab gb-20
